mode,K,tau,disturbance_dps,command_dps,final_yaw_rate_dps,final_error_dps,final_error_ratio,error_ratio_1s,response_time_63_s,max_abs_yaw_rate_dps,saturation_ratio,settling_time_s,diverged,opposite_sign,pass,fail_reason
GPS_TRACKING_CLOSED,1.0,0.5,-15.0,30.0,34.9812833751387,-4.981283375138702,0.16604277917129007,0.3638943950013764,0.2,40.91683185004129,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,0.0,-30.0,-39.08547421043262,9.085474210432622,0.30284914034775406,0.5816856744674941,0.15000000000000002,47.65652928166525,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,0.0,-15.0,-19.93276006838887,4.93276006838887,0.32885067122592465,0.43554579854294745,0.2,21.562368566604118,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,0.0,15.0,19.93276006838887,-4.93276006838887,0.32885067122592465,0.43554579854294745,0.2,21.562368566604118,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,0.0,30.0,39.08547421043262,-9.085474210432622,0.30284914034775406,0.5816856744674941,0.15000000000000002,47.65652928166525,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,15.0,-30.0,-34.9812833751387,4.981283375138702,0.16604277917129007,0.3638943950013764,0.2,40.91683185004129,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,15.0,-15.0,-14.291530546999212,-0.708469453000788,0.0472312968667192,0.12454431530658247,0.4,14.291530546999212,0.0,0.9500000000000001,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,15.0,15.0,20.539215686278027,-5.539215686278027,0.36928104575186843,0.8665259181990143,0.15000000000000002,28.381005421107176,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,15.0,30.0,48.88939577905783,-18.88939577905783,0.6296465259685943,0.8054293441541414,0.15000000000000002,54.79309821635225,0.0,nan,False,False,False,FINAL_ERROR
GPS_TRACKING_CLOSED,1.0,0.66,-15.0,-30.0,-48.88939578110609,18.88939578110609,0.6296465260368697,0.8016421345484034,0.15000000000000002,54.08883509867025,0.0,nan,False,False,False,FINAL_ERROR
